[2m2023-04-07T03:28:12.971495Z[0m [32m INFO[0m [2msqlx::query[0m[2m:[0m SELECT bpc.id, name, number, …; rows affected: 21017, rows returned: 21017, elapsed: 281.325ms

SELECT
  bpc.id,
  name,
  number,
  rarity,
  sale_price,
  bpcs.cardset_name,
  bpcs.ref as cardset_ref,
  set_id,
  last_fetched_at,
  remark
FROM
  bigweb_pokemon_card bpc
  LEFT JOIN bigweb_pokemon_cardset bpcs ON bpc.set_id = bpcs.id
  
ProductId,Brand,Set,Edition,Series,Rarity,Material,ReleaseYear,Language,CardNameEnglish,CardNameChinese,CardNameJapanese,CardNumber,Image,Value,Reference,Remark,Remark1,Remark2,Remark3,Remark4,Remark5,Remark6,Remark7,Remark8,Remark9,Remark10,Enable,P_Language,id
,Pokemon,XY プロモーションカード ,,,,,,ja,,,レジロック,XY-P/104 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966622,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ロコン,XY-P/110 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966628,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,フライゴンEX,XY-P/114 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966632,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,オニドリル,XY-P/115 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966633,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,エネルギーリサイクル,XY-P/117 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966635,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ダートじてんしゃ,XY-P/118 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966636,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ダイゴ,XY-P/121,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966639,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,レックウザEX,XY-P/122 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966640,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,レックウザEX,XY-P/123 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966641,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ちからのハチマキ,XY-P/125 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966643,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,バシャーモEX,XY-P/127 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966645,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ジラーチ,XY-P/129 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966647,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ラルトス,XY-P/131 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966649,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ハクリュー,XY-P/132 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966650,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ガチゴラスEX,XY-P/133 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966651,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ふしぎなアメ,XY-P/136 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966654,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,MバシャーモEX,XY-P/138 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966656,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,オールナイトパーティ,XY-P/139,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966657,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ニンフィア,XY-P/141 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966659,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ヤミラミ,XY-P/147 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966665,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,カビゴン,XY-P/149 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966667,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,コイキングごっこピカチュウ,XY-P/150,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966668,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ギャラドスごっこピカチュウ,XY-P/151,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966669,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,カイオーガEX,XY-P/152 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966670,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,グラードンEX,XY-P/153 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966671,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ピカチュウ,XY-P/154,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966672,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,フーパ,XY-P/155 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966673,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ピカチュウ,XY-P/156 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966674,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,フーパ,XY-P/157 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966675,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,レックウザEX,XY-P/158 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966676,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ジュカインEX,XY-P/163 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966681,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,フウロ,XY-P/164,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966682,,,,,,,,,
,Pokemon,ソード ,,,UR,,,ja,,,ふうせん,(075/060),,,s1w,,20230331174035,31/03/2023 17:40,6342,3085697,,,,,,,,,
,Pokemon,ソード ,,,HR,,,ja,,,ラプラスVMAX,(069/060),,,s1w,,20230331174035,31/03/2023 17:40,6342,3085698,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,オンバーン,XY-P/009 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966515,,,,,,,,,
,Pokemon,ソード ,,,HR,,,ja,,,博士の研究,(071/060),,,s1w,,20230331174035,31/03/2023 17:40,6342,3085700,,,,,,,,,
,Pokemon,ソード ,,,HR,,,ja,,,ビート,(072/060),,,s1w,,20230331174035,31/03/2023 17:40,6342,3085701,,,,,,,,,
,Pokemon,ソード ,,,SR,,,ja,,,ダダリンV,(061/060),,,s1w,,20230331174035,31/03/2023 17:40,6342,3085702,,,,,,,,,
,Pokemon,ソード ,,,SR,,,ja,,,イシヘンジンV,(064/060),,,s1w,,20230331174035,31/03/2023 17:40,6342,3085705,,,,,,,,,
,Pokemon,ソード ,,,SR,,,ja,,,ウッウV,(066/060),,,s1w,,20230331174035,31/03/2023 17:40,6342,3085707,,,,,,,,,
,Pokemon,ソード ,,,SR,,,ja,,,博士の研究,(067/060),,,s1w,,20230331174035,31/03/2023 17:40,6342,3085708,,,,,,,,,
,Pokemon,ソード ,,,SR,,,ja,,,ビート,(068/060),,,s1w,,20230331174035,31/03/2023 17:40,6342,3085709,,,,,,,,,
,Pokemon,ソード ,,,RR,,,ja,,,ザシアンV,(046/060),,,s1w,,20230331174035,31/03/2023 17:40,6342,3085716,,,,,,,,,
,Pokemon,ソード ,,,RR,,,ja,,,ウッウV,(051/060),,,s1w,,20230331174035,31/03/2023 17:40,6342,3085717,,,,,,,,,
,Pokemon,ソード ,,,U,,,ja,,,ふつうのつりざお,(054/060),,,s1w,,20230331174035,31/03/2023 17:40,6342,3085738,,,,,,,,,
,Pokemon,ソード ,,,U,,,ja,,,ふうせん,(057/060),,,s1w,,20230331174035,31/03/2023 17:40,6342,3085741,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ライチュウ,XY-P/002 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966508,,,,,,,,,
,Pokemon,ファントムゲート ,,,R,,,ja,,,カエンジシ,,,252,xy4,,20230331174036,31/03/2023 17:40,5330,717213,,,,,,,,,
,Pokemon,ポケモンカードneo プレミアムファイル 3種 ,,,,,,ja,,,オーダイル,,,1332,旧裏,,20230331174036,31/03/2023 17:40,6965,3174615,,,,,【Lv.69】,,,,
,Pokemon,ファントムゲート ,,,R,,,ja,,,オーダイル,,,108,xy4,,20230331174036,31/03/2023 17:40,5330,3074480,,,,,,,,,
,Pokemon,ポケモンカードneo プレミアムファイル 3種 ,,,TD,,,ja,,,ヒノアラシ,,,342,旧裏,,20230331174036,31/03/2023 17:40,6965,3176104,,,,,【Lv.14】,,,,
,Pokemon,ファントムゲート ,,,R,,,ja,,,ギガイアス,,,90,xy4,,20230331174036,31/03/2023 17:40,5330,717218,,,,,,,,,
,Pokemon,ファントムゲート ,,,R,,,ja,,,ペロリーム,,,90,xy4,,20230331174036,31/03/2023 17:40,5330,717220,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,レントラーBREAK,XY-P/181 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966699,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,MプテラEX,XY-P/183 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966701,,,,,,,,,
,Pokemon,SM プロモーションカード ,,,,,,ja,,,ミュウツーGX,363,,259200,sm-p,,20230331174035,31/03/2023 17:40,5362,3123667,,,,,(SR仕様)【PSA10鑑定品】,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,シャワーズEX,XY-P/194 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966712,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ニャオニクスEX,XY-P/196 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966714,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,シトロン,XY-P/200 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966718,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ポンチョを着たピカチュウ,XY-P/207,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966725,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ゲッコウガ,XY-P/209 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966727,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,シェイミEX,XY-P/212,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966730,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ポンチョを着たピカチュウ,XY-P/230,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966749,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,レックウザ,XY-P/232 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966751,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ジラーチ,XY-P/235 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966754,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,魅惑のポフレ,XY-P/243 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966762,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ガブリアスEX,XY-P/245 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992402,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,マスクドピカチュウ,XY-P/247 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966765,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ボーマンダEX,XY-P/254 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966772,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,MボーマンダEX,XY-P/257 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966775,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,カビゴン,XY-P/261 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966779,,,,,(ポケモンパン),,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,MヤドランEX,XY-P/263 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966781,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ボルケニオン,XY-P/266 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966784,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,MレックウザEX,XY-P/272 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966790,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ポンチョを着たピカチュウ,XY-P/275 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966793,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,リザードンEX,XY-P/276,,,xy-p,,20230331174036,31/03/2023 17:40,5363,3114769,,,,,（未開封）,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ロケット団参上!,XY-P/278,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966796,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,リザードン,XY-P/280,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966798,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,とりかえっこプリーズ!,XY-P/282 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966800,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,カイリキーEX,XY-P/286 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966804,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,チルタリス,XY-P/291 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966809,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,マリオピカチュウ,XY-P/293 ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966811,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,MサチコEX,XY-P/298,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2966816,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,基本雷エネルギー,XY-P/-,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992415,,,,,(プロモーションパック 第1弾),,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,基本炎エネルギー,XY-P/-,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992419,,,,,(プロモーションパック 第1弾),,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ピッチのピカチュウ,XY-P/- ,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992425,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ポケモンカードジムメダル,XY-P/-,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992430,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,殿堂の書,XY-P/-,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992432,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,MアブソルEX,XY-P/-,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992435,,,,,(バトルフェスタ2014),,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,MラグラージEX,XY-P/-,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992455,,,,,,,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,チャンピオンズフェスティバル,XY-P/-,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992457,,,,,(WCS2015),,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,ドータクン,XY-P/-,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992460,,,,,(バトルフェスタ2015),,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,闘魂のまわし,XY-P/-,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992465,,,,,(カメックスメガバトル),,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,クロバットBREAK,XY-P/-,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992467,,,,,(ポケモンカードジム),,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,コダック,XY-P/-,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992470,,,,,(ポケキュンコレクション),,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,基本草エネルギー,XY-P/-,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992473,,,,,(ファーストデザイン),,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,基本水エネルギー,XY-P/-,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992475,,,,,(ファーストデザイン),,,,
,Pokemon,XY プロモーションカード ,,,,,,ja,,,基本超エネルギー,XY-P/-,,,xy-p,,20230331174036,31/03/2023 17:40,5363,2992477,,,,,(ファーストデザイン),,,,
